Date,Hour,sellPriceIndex
2012-07-05,20,1010.000
2012-07-05,21,976.000
2012-07-05,22,1006.000
2012-07-05,23,892.000
2012-07-06,0,954.000
2012-07-06,1,838.000
2012-07-06,2,767.000
2012-07-06,3,760.000
2012-07-06,4,760.000
2012-07-06,5,808.000
2012-07-06,6,866.000
2012-07-06,7,1074.000
2012-07-06,8,1233.000
2012-07-06,9,1262.000
2012-07-06,10,1282.000
2012-07-06,11,1275.000
2012-07-06,12,1270.000
2012-07-06,13,1284.000
2012-07-06,14,1335.000
2012-07-06,15,1272.000
2012-07-06,16,1267.000
2012-07-06,17,1260.000
2012-07-06,18,1247.000
2012-07-06,19,1215.000
2012-07-06,20,1176.000
2012-07-06,21,1129.000
2012-07-06,22,1140.000
2012-07-06,23,1053.000
2012-07-07,0,1045.000
2012-07-07,1,988.000
2012-07-07,2,963.000
2012-07-07,3,930.000
2012-07-07,4,896.000
2012-07-07,5,889.000
2012-07-07,6,914.000
2012-07-07,7,994.000
2012-07-07,8,1074.000
2012-07-07,9,1116.000
2012-07-07,10,1170.000
2012-07-07,11,1154.000
2012-07-07,12,1145.000
2012-07-07,13,1136.000
2012-07-07,14,1143.000
2012-07-07,15,1128.000
2012-07-07,16,1129.000
2012-07-07,17,1124.000
2012-07-07,18,1078.000
2012-07-07,19,1075.000
2012-07-07,20,1068.000
2012-07-07,21,1067.000
2012-07-07,22,1048.000
2012-07-07,23,1065.000
2012-07-08,0,1041.000
2012-07-08,1,955.000
2012-07-08,2,878.000
2012-07-08,3,817.000
2012-07-08,4,742.000
2012-07-08,5,788.000
2012-07-08,6,755.000
2012-07-08,7,814.000
2012-07-08,8,975.000
2012-07-08,9,1006.000
2012-07-08,10,1033.000
2012-07-08,11,1042.000
2012-07-08,12,1029.000
2012-07-08,13,1027.000
2012-07-08,14,1013.000
2012-07-08,15,1018.000
2012-07-08,16,1031.000
2012-07-08,17,1050.000
2012-07-08,18,1038.000
2012-07-08,19,1039.000
2012-07-08,20,1041.000
2012-07-08,21,1051.000
2012-07-08,22,1041.000
2012-07-08,23,1029.000
2012-07-09,0,1021.000
2012-07-09,1,971.000
2012-07-09,2,862.000
2012-07-09,3,844.000
2012-07-09,4,828.000
2012-07-09,5,897.000
2012-07-09,6,949.000
2012-07-09,7,1071.000
2012-07-09,8,1161.000
2012-07-09,9,1189.000
2012-07-09,10,1230.000
2012-07-09,11,1240.000
2012-07-09,12,1231.000
2012-07-09,13,1229.000
2012-07-09,14,1259.000
2012-07-09,15,1247.000
2012-07-09,16,1212.000
2012-07-09,17,1196.000
2012-07-09,18,1169.000
2012-07-09,19,1148.000
2012-07-09,20,1126.000
2012-07-09,21,1056.000
2012-07-09,22,1082.000
2012-07-09,23,1070.000
2012-07-10,0,947.000
2012-07-10,1,821.000
2012-07-10,2,722.000
2012-07-10,3,729.000
2012-07-10,4,728.000
2012-07-10,5,812.000
2012-07-10,6,900.000
2012-07-10,7,1047.000
2012-07-10,8,1143.000
2012-07-10,9,1189.000
2012-07-10,10,1235.000
2012-07-10,11,1227.000
2012-07-10,12,1221.000
2012-07-10,13,1244.000
2012-07-10,14,1261.000
2012-07-10,15,1257.000
2012-07-10,16,1222.000
2012-07-10,17,1184.000
2012-07-10,18,1164.000
2012-07-10,19,1140.000
2012-07-10,20,1109.000
2012-07-10,21,1074.000
2012-07-10,22,1062.000
2012-07-10,23,1023.000
2012-07-11,0,951.000
2012-07-11,1,856.000
2012-07-11,2,769.000
2012-07-11,3,755.000
2012-07-11,4,759.000
2012-07-11,5,862.000
2012-07-11,6,953.000
2012-07-11,7,1029.000
2012-07-11,8,1150.000
2012-07-11,9,1201.000
2012-07-11,10,1242.000
2012-07-11,11,1245.000
2012-07-11,12,1238.000
2012-07-11,13,1246.000
2012-07-11,14,1264.000
2012-07-11,15,1265.000
2012-07-11,16,1249.000
2012-07-11,17,1215.000
2012-07-11,18,1172.000
2012-07-11,19,1145.000
2012-07-11,20,1119.000
2012-07-11,21,1112.000
2012-07-11,22,1075.000
2012-07-11,23,1065.000
2012-07-12,0,961.000
2012-07-12,1,883.000
2012-07-12,2,794.000
2012-07-12,3,780.000
2012-07-12,4,764.000
2012-07-12,5,830.000
2012-07-12,6,955.000
2012-07-12,7,1060.000
2012-07-12,8,1155.000
2012-07-12,9,1209.000
2012-07-12,10,1232.000
2012-07-12,11,1238.000
2012-07-12,12,1234.000
2012-07-12,13,1260.000
2012-07-12,14,1293.000
2012-07-12,15,1287.000
2012-07-12,16,1227.000
2012-07-12,17,1194.000
2012-07-12,18,1170.000
2012-07-12,19,1157.000
2012-07-12,20,1122.000
2012-07-12,21,1117.000
2012-07-12,22,1090.000
2012-07-12,23,1054.000
2012-07-13,0,955.000
2012-07-13,1,872.000
2012-07-13,2,785.000
2012-07-13,3,769.000
2012-07-13,4,774.000
2012-07-13,5,823.000
2012-07-13,6,979.000
2012-07-13,7,1078.000
2012-07-13,8,1153.000
2012-07-13,9,1209.000
2012-07-13,10,1233.000
2012-07-13,11,1227.000
2012-07-13,12,1217.000
2012-07-13,13,1243.000
2012-07-13,14,1252.000
2012-07-13,15,1247.000
2012-07-13,16,1216.000
2012-07-13,17,1188.000
2012-07-13,18,1172.000
2012-07-13,19,1149.000
2012-07-13,20,1128.000
2012-07-13,21,1130.000
2012-07-13,22,1119.000
2012-07-13,23,1080.000
2012-07-14,0,1055.000
2012-07-14,1,1005.000
2012-07-14,2,971.000
2012-07-14,3,957.000
2012-07-14,4,969.000
2012-07-14,5,978.000
2012-07-14,6,1004.000
2012-07-14,7,1047.000
2012-07-14,8,1192.000
2012-07-14,9,1207.000
2012-07-14,10,1243.000
2012-07-14,11,1261.000
2012-07-14,12,1266.000
2012-07-14,13,1269.000
2012-07-14,14,1284.000
2012-07-14,15,1281.000
2012-07-14,16,1237.000
2012-07-14,17,1225.000
2012-07-14,18,1215.000
2012-07-14,19,1196.000
2012-07-14,20,1161.000
2012-07-14,21,1143.000
2012-07-14,22,1140.000
2012-07-14,23,1093.000
2012-07-15,0,1031.000
2012-07-15,1,981.000
2012-07-15,2,930.000
2012-07-15,3,895.000
2012-07-15,4,851.000
2012-07-15,5,908.000
2012-07-15,6,922.000
2012-07-15,7,942.000
2012-07-15,8,1105.000
2012-07-15,9,1162.000
2012-07-15,10,1192.000
2012-07-15,11,1194.000
2012-07-15,12,1197.000
2012-07-15,13,1193.000
2012-07-15,14,1208.000
2012-07-15,15,1202.000
2012-07-15,16,1166.000
2012-07-15,17,1164.000
2012-07-15,18,1138.000
2012-07-15,19,1149.000
2012-07-15,20,1132.000
2012-07-15,21,1134.000
2012-07-15,22,1123.000
2012-07-15,23,1109.000
2012-07-16,0,1026.000
2012-07-16,1,982.000
2012-07-16,2,927.000
2012-07-16,3,893.000
2012-07-16,4,880.000
2012-07-16,5,914.000
2012-07-16,6,1000.000
2012-07-16,7,1108.000
2012-07-16,8,1209.000
2012-07-16,9,1318.000
2012-07-16,10,1323.000
2012-07-16,11,1315.000
2012-07-16,12,1304.000
2012-07-16,13,1317.000
2012-07-16,14,1303.000
2012-07-16,15,1321.000
2012-07-16,16,1281.000
2012-07-16,17,1253.000
2012-07-16,18,1212.000
2012-07-16,19,1204.000
2012-07-16,20,1167.000
2012-07-16,21,1154.000
2012-07-16,22,1131.000
2012-07-16,23,1088.000
2012-07-17,0,978.000
2012-07-17,1,909.000
2012-07-17,2,817.000
2012-07-17,3,800.000
2012-07-17,4,782.000
2012-07-17,5,822.000
2012-07-17,6,978.000
2012-07-17,7,1115.000
2012-07-17,8,1197.000
2012-07-17,9,1290.000
2012-07-17,10,1302.000
2012-07-17,11,1281.000
2012-07-17,12,1240.000
2012-07-17,13,1269.000
2012-07-17,14,1261.000
2012-07-17,15,1282.000
2012-07-17,16,1281.000
2012-07-17,17,1265.000
2012-07-17,18,1249.000
2012-07-17,19,1218.000
2012-07-17,20,1182.000
2012-07-17,21,1159.000
2012-07-17,22,1129.000
2012-07-17,23,1074.000
2012-07-18,0,943.000
2012-07-18,1,807.000
2012-07-18,2,713.000
2012-07-18,3,722.000
2012-07-18,4,547.000
2012-07-18,5,641.000
2012-07-18,6,831.000
2012-07-18,7,1026.000
2012-07-18,8,1137.000
2012-07-18,9,1217.000
2012-07-18,10,1244.000
2012-07-18,11,1247.000
2012-07-18,12,1241.000
2012-07-18,13,1253.000
2012-07-18,14,1235.000
2012-07-18,15,1225.000
2012-07-18,16,1199.000
2012-07-18,17,1173.000
2012-07-18,18,1157.000
2012-07-18,19,1136.000
2012-07-18,20,1124.000
2012-07-18,21,1107.000
2012-07-18,22,1093.000
2012-07-18,23,1031.000
2012-07-19,0,961.000
2012-07-19,1,809.000
2012-07-19,2,757.000
2012-07-19,3,740.000
2012-07-19,4,485.000
2012-07-19,5,578.000
2012-07-19,6,899.000
2012-07-19,7,1057.000
2012-07-19,8,1176.000
2012-07-19,9,1195.000
2012-07-19,10,1217.000
2012-07-19,11,1212.000
2012-07-19,12,1205.000
2012-07-19,13,1216.000
2012-07-19,14,1228.000
2012-07-19,15,1217.000
2012-07-19,16,1198.000
2012-07-19,17,1181.000
2012-07-19,18,1171.000
2012-07-19,19,1157.000
2012-07-19,20,1152.000
2012-07-19,21,1120.000
2012-07-19,22,1101.000
2012-07-19,23,1027.000
2012-07-20,0,963.000
2012-07-20,1,862.000
2012-07-20,2,784.000
2012-07-20,3,772.000
2012-07-20,4,772.000
2012-07-20,5,812.000
2012-07-20,6,897.000
2012-07-20,7,1021.000
2012-07-20,8,1132.000
2012-07-20,9,1171.000
2012-07-20,10,1190.000
2012-07-20,11,1187.000
2012-07-20,12,1191.000
2012-07-20,13,1190.000
2012-07-20,14,1187.000
2012-07-20,15,1179.000
2012-07-20,16,1172.000
2012-07-20,17,1142.000
2012-07-20,18,1147.000
2012-07-20,19,1141.000
2012-07-20,20,1121.000
2012-07-20,21,1106.000
2012-07-20,22,1109.000
2012-07-20,23,1051.000
2012-07-21,0,1025.000
2012-07-21,1,965.000
2012-07-21,2,953.000
2012-07-21,3,947.000
2012-07-21,4,909.000
2012-07-21,5,950.000
2012-07-21,6,967.000
2012-07-21,7,1010.000
2012-07-21,8,1170.000
2012-07-21,9,1199.000
2012-07-21,10,1244.000
2012-07-21,11,1259.000
2012-07-21,12,1267.000
2012-07-21,13,1254.000
2012-07-21,14,1267.000
2012-07-21,15,1257.000
2012-07-21,16,1225.000
2012-07-21,17,1198.000
2012-07-21,18,1190.000
2012-07-21,19,1188.000
2012-07-21,20,1181.000
2012-07-21,21,1169.000
2012-07-21,22,1157.000
2012-07-21,23,1086.000
2012-07-22,0,957.000
2012-07-22,1,876.000
2012-07-22,2,792.000
2012-07-22,3,755.000
2012-07-22,4,711.000
2012-07-22,5,714.000
2012-07-22,6,710.000
2012-07-22,7,873.000
2012-07-22,8,957.000
2012-07-22,9,1051.000
2012-07-22,10,1058.000
2012-07-22,11,1065.000
2012-07-22,12,1068.000
2012-07-22,13,1080.000
2012-07-22,14,1080.000
2012-07-22,15,1074.000
2012-07-22,16,1088.000
2012-07-22,17,1082.000
2012-07-22,18,1075.000
2012-07-22,19,1071.000
2012-07-22,20,1061.000
2012-07-22,21,1068.000
2012-07-22,22,1061.000
2012-07-22,23,1056.000
2012-07-23,0,1020.000
2012-07-23,1,970.000
2012-07-23,2,871.000
2012-07-23,3,865.000
2012-07-23,4,843.000
2012-07-23,5,907.000
2012-07-23,6,996.000
2012-07-23,7,1094.000
2012-07-23,8,1199.000
2012-07-23,9,1268.000
2012-07-23,10,1283.000
2012-07-23,11,1277.000
2012-07-23,12,1267.000
2012-07-23,13,1270.000
2012-07-23,14,1270.000
2012-07-23,15,1257.000
2012-07-23,16,1242.000
2012-07-23,17,1228.000
2012-07-23,18,1197.000
2012-07-23,19,1185.000
2012-07-23,20,1126.000
2012-07-23,21,1143.000
2012-07-23,22,1159.000
2012-07-23,23,1054.000
2012-07-24,0,944.000
2012-07-24,1,861.000
2012-07-24,2,808.000
2012-07-24,3,791.000
2012-07-24,4,779.000
2012-07-24,5,853.000
2012-07-24,6,940.000
2012-07-24,7,1031.000
2012-07-24,8,1174.000
2012-07-24,9,1209.000
2012-07-24,10,1241.000
2012-07-24,11,1241.000
2012-07-24,12,1231.000
2012-07-24,13,1234.000
2012-07-24,14,1236.000
2012-07-24,15,1231.000
2012-07-24,16,1230.000
2012-07-24,17,1214.000
2012-07-24,18,1207.000
2012-07-24,19,1190.000
2012-07-24,20,1163.000
2012-07-24,21,1131.000
2012-07-24,22,1164.000
2012-07-24,23,1056.000
2012-07-25,0,961.000
2012-07-25,1,887.000
2012-07-25,2,830.000
2012-07-25,3,805.000
2012-07-25,4,793.000
2012-07-25,5,857.000
2012-07-25,6,927.000
2012-07-25,7,1022.000
2012-07-25,8,1140.000
2012-07-25,9,1189.000
2012-07-25,10,1237.000
2012-07-25,11,1237.000
2012-07-25,12,1232.000
2012-07-25,13,1229.000
2012-07-25,14,1228.000
2012-07-25,15,1226.000
2012-07-25,16,1224.000
2012-07-25,17,1205.000
2012-07-25,18,1184.000
2012-07-25,19,1155.000
2012-07-25,20,1148.000
2012-07-25,21,1128.000
2012-07-25,22,1155.000
2012-07-25,23,1061.000
2012-07-26,0,978.000
2012-07-26,1,921.000
2012-07-26,2,862.000
2012-07-26,3,860.000
2012-07-26,4,840.000
2012-07-26,5,860.000
2012-07-26,6,939.000
2012-07-26,7,1038.000
2012-07-26,8,1161.000
2012-07-26,9,1197.000
2012-07-26,10,1269.000
2012-07-26,11,1296.000
2012-07-26,12,1313.000
2012-07-26,13,1320.000
2012-07-26,14,1301.000
2012-07-26,15,1278.000
2012-07-26,16,1275.000
2012-07-26,17,1260.000
2012-07-26,18,1253.000
2012-07-26,19,1204.000
2012-07-26,20,1133.000
2012-07-26,21,1173.000
2012-07-26,22,1161.000
2012-07-26,23,1052.000
2012-07-27,0,979.000
2012-07-27,1,925.000
2012-07-27,2,894.000
2012-07-27,3,871.000
2012-07-27,4,880.000
2012-07-27,5,910.000
2012-07-27,6,981.000
2012-07-27,7,1104.000
2012-07-27,8,1190.000
2012-07-27,9,1278.000
2012-07-27,10,1332.000
2012-07-27,11,1328.000
2012-07-27,12,1323.000
2012-07-27,13,1328.000
2012-07-27,14,1315.000
2012-07-27,15,1286.000
2012-07-27,16,1275.000
2012-07-27,17,1237.000
2012-07-27,18,1217.000
2012-07-27,19,1173.000
2012-07-27,20,1157.000
2012-07-27,21,1142.000
2012-07-27,22,1128.000
2012-07-27,23,1048.000
2012-07-28,0,1026.000
2012-07-28,1,990.000
2012-07-28,2,926.000
2012-07-28,3,915.000
2012-07-28,4,892.000
2012-07-28,5,869.000
2012-07-28,6,903.000
2012-07-28,7,955.000
2012-07-28,8,1036.000
2012-07-28,9,1110.000
2012-07-28,10,1139.000
2012-07-28,11,1165.000
2012-07-28,12,1162.000
2012-07-28,13,1158.000
2012-07-28,14,1143.000
2012-07-28,15,1125.000
2012-07-28,16,1125.000
2012-07-28,17,1114.000
2012-07-28,18,1114.000
2012-07-28,19,1112.000
2012-07-28,20,1105.000
2012-07-28,21,1104.000
2012-07-28,22,1079.000
2012-07-28,23,1038.000
2012-07-29,0,1022.000
2012-07-29,1,944.000
2012-07-29,2,900.000
2012-07-29,3,898.000
2012-07-29,4,861.000
2012-07-29,5,862.000
2012-07-29,6,881.000
2012-07-29,7,908.000
2012-07-29,8,1014.000
2012-07-29,9,1076.000
2012-07-29,10,1106.000
2012-07-29,11,1116.000
2012-07-29,12,1118.000
2012-07-29,13,1118.000
2012-07-29,14,1115.000
2012-07-29,15,1118.000
2012-07-29,16,1106.000
2012-07-29,17,1096.000
2012-07-29,18,1098.000
2012-07-29,19,1095.000
2012-07-29,20,1094.000
2012-07-29,21,1078.000
2012-07-29,22,1059.000
2012-07-29,23,1023.000
2012-07-30,0,986.000
2012-07-30,1,925.000
2012-07-30,2,900.000
2012-07-30,3,859.000
2012-07-30,4,860.000
2012-07-30,5,890.000
2012-07-30,6,942.000
2012-07-30,7,1012.000
2012-07-30,8,1166.000
2012-07-30,9,1261.000
2012-07-30,10,1371.000
2012-07-30,11,1364.000
2012-07-30,12,1359.000
2012-07-30,13,1399.000
2012-07-30,14,1440.000
2012-07-30,15,1399.000
2012-07-30,16,1347.000
2012-07-30,17,1315.000
2012-07-30,18,1303.000
2012-07-30,19,1223.000
2012-07-30,20,1159.000
2012-07-30,21,1142.000
2012-07-30,22,1156.000
2012-07-30,23,1031.000
2012-07-31,0,930.000
2012-07-31,1,870.000
2012-07-31,2,851.000
2012-07-31,3,812.000
2012-07-31,4,776.000
2012-07-31,5,777.000
2012-07-31,6,917.000
2012-07-31,7,1028.000
2012-07-31,8,1180.000
2012-07-31,9,1229.000
2012-07-31,10,1273.000
2012-07-31,11,1273.000
2012-07-31,12,1265.000
2012-07-31,13,1274.000
2012-07-31,14,1286.000
2012-07-31,15,1279.000
2012-07-31,16,1271.000
2012-07-31,17,1240.000
2012-07-31,18,1226.000
2012-07-31,19,1181.000
2012-07-31,20,1142.000
2012-07-31,21,1119.000
2012-07-31,22,1086.000
2012-07-31,23,1015.000
2012-08-01,0,971.000
2012-08-01,1,920.000
2012-08-01,2,895.000
2012-08-01,3,881.000
2012-08-01,4,864.000
2012-08-01,5,872.000
2012-08-01,6,970.000
2012-08-01,7,1065.000
2012-08-01,8,1207.000
2012-08-01,9,1285.000
2012-08-01,10,1315.000
2012-08-01,11,1313.000
2012-08-01,12,1311.000
2012-08-01,13,1332.000
2012-08-01,14,1397.000
2012-08-01,15,1398.000
2012-08-01,16,1333.000
2012-08-01,17,1303.000
2012-08-01,18,1277.000
2012-08-01,19,1186.000
2012-08-01,20,1162.000
2012-08-01,21,1149.000
2012-08-01,22,1113.000
2012-08-01,23,1015.000
2012-08-02,0,954.000
2012-08-02,1,854.000
2012-08-02,2,773.000
2012-08-02,3,776.000
2012-08-02,4,772.000
2012-08-02,5,816.000
2012-08-02,6,867.000
2012-08-02,7,1031.000
2012-08-02,8,1160.000
2012-08-02,9,1264.000
2012-08-02,10,1305.000
2012-08-02,11,1309.000
2012-08-02,12,1298.000
2012-08-02,13,1304.000
2012-08-02,14,1284.000
2012-08-02,15,1272.000
2012-08-02,16,1233.000
2012-08-02,17,1212.000
2012-08-02,18,1201.000
2012-08-02,19,1151.000
2012-08-02,20,1134.000
2012-08-02,21,1144.000
2012-08-02,22,1109.000
2012-08-02,23,1033.000
2012-08-03,0,990.000
2012-08-03,1,913.000
2012-08-03,2,794.000
2012-08-03,3,792.000
2012-08-03,4,807.000
2012-08-03,5,839.000
2012-08-03,6,912.000
2012-08-03,7,1132.000
2012-08-03,8,1264.000
2012-08-03,9,1393.000
2012-08-03,10,1458.000
2012-08-03,11,1460.000
2012-08-03,12,1454.000
2012-08-03,13,1459.000
2012-08-03,14,1458.000
2012-08-03,15,1453.000
2012-08-03,16,1421.000
2012-08-03,17,1423.000
2012-08-03,18,1369.000
2012-08-03,19,1297.000
2012-08-03,20,1227.000
2012-08-03,21,1247.000
2012-08-03,22,1212.000
2012-08-03,23,1080.000
2012-08-04,0,1074.000
2012-08-04,1,974.000
2012-08-04,2,959.000
2012-08-04,3,962.000
2012-08-04,4,948.000
2012-08-04,5,913.000
2012-08-04,6,934.000
2012-08-04,7,1057.000
2012-08-04,8,1156.000
2012-08-04,9,1224.000
2012-08-04,10,1277.000
2012-08-04,11,1305.000
2012-08-04,12,1294.000
2012-08-04,13,1294.000
2012-08-04,14,1288.000
2012-08-04,15,1292.000
2012-08-04,16,1277.000
2012-08-04,17,1271.000
2012-08-04,18,1262.000
2012-08-04,19,1210.000
2012-08-04,20,1191.000
2012-08-04,21,1215.000
2012-08-04,22,1201.000
2012-08-04,23,1090.000
2012-08-05,0,1036.000
2012-08-05,1,949.000
2012-08-05,2,880.000
2012-08-05,3,874.000
2012-08-05,4,864.000
2012-08-05,5,866.000
2012-08-05,6,827.000
2012-08-05,7,916.000
2012-08-05,8,1014.000
2012-08-05,9,1101.000
2012-08-05,10,1173.000
2012-08-05,11,1210.000
2012-08-05,12,1217.000
2012-08-05,13,1212.000
2012-08-05,14,1206.000
2012-08-05,15,1206.000
2012-08-05,16,1198.000
2012-08-05,17,1137.000
2012-08-05,18,1145.000
2012-08-05,19,1136.000
2012-08-05,20,1117.000
2012-08-05,21,1143.000
2012-08-05,22,1152.000
2012-08-05,23,1080.000
2012-08-07,0,970.000
2012-08-07,1,890.000
2012-08-07,2,843.000
2012-08-07,3,840.000
2012-08-07,4,818.000
2012-08-07,5,850.000
2012-08-07,6,904.000
2012-08-07,7,1047.000
2012-08-07,8,1164.000
2012-08-07,9,1283.000
2012-08-07,10,1368.000
2012-08-07,11,1338.000
2012-08-07,12,1313.000
2012-08-07,13,1383.000
2012-08-07,14,1489.000
2012-08-07,15,1480.000
2012-08-07,16,1337.000
2012-08-07,17,1303.000
2012-08-07,18,1282.000
2012-08-07,19,1195.000
2012-08-07,20,1138.000
2012-08-07,21,1239.000
2012-08-07,22,1197.000
2012-08-07,23,1026.000
2012-08-08,0,938.000
2012-08-08,1,827.000
2012-08-08,2,805.000
2012-08-08,3,802.000
2012-08-08,4,807.000
2012-08-08,5,845.000
2012-08-08,6,887.000
2012-08-08,7,1010.000
2012-08-08,8,1184.000
2012-08-08,9,1290.000
2012-08-08,10,1379.000
2012-08-08,11,1385.000
2012-08-08,12,1377.000
2012-08-08,13,1408.000
2012-08-08,14,1484.000
2012-08-08,15,1436.000
2012-08-08,16,1370.000
2012-08-08,17,1331.000
2012-08-08,18,1286.000
2012-08-08,19,1252.000
2012-08-08,20,1233.000
2012-08-08,21,1230.000
2012-08-08,22,1182.000
2012-08-08,23,1072.000
2012-08-09,0,941.000
2012-08-09,1,845.000
2012-08-09,2,786.000
2012-08-09,3,779.000
2012-08-09,4,779.000
2012-08-09,5,829.000
2012-08-09,6,909.000
2012-08-09,7,1009.000
2012-08-09,8,1178.000
2012-08-09,9,1274.000
2012-08-09,10,1314.000
2012-08-09,11,1311.000
2012-08-09,12,1318.000
2012-08-09,13,1352.000
2012-08-09,14,1415.000
2012-08-09,15,1362.000
2012-08-09,16,1325.000
2012-08-09,17,1291.000
2012-08-09,18,1254.000
2012-08-09,19,1224.000
2012-08-09,20,1193.000
2012-08-09,21,1222.000
2012-08-09,22,1154.000
2012-08-09,23,1036.000
2012-08-10,0,973.000
2012-08-10,1,912.000
2012-08-10,2,854.000
2012-08-10,3,843.000
2012-08-10,4,846.000
2012-08-10,5,890.000
2012-08-10,6,993.000
2012-08-10,7,1052.000
2012-08-10,8,1126.000
2012-08-10,9,1257.000
2012-08-10,10,1283.000
2012-08-10,11,1280.000
2012-08-10,12,1277.000
2012-08-10,13,1291.000
2012-08-10,14,1343.000
2012-08-10,15,1372.000
2012-08-10,16,1309.000
2012-08-10,17,1258.000
2012-08-10,18,1201.000
2012-08-10,19,1182.000
2012-08-10,20,1186.000
2012-08-10,21,1222.000
2012-08-10,22,1160.000
2012-08-10,23,1055.000
2012-08-11,0,1064.000
2012-08-11,1,975.000
2012-08-11,2,956.000
2012-08-11,3,952.000
2012-08-11,4,937.000
2012-08-11,5,951.000
2012-08-11,6,945.000
2012-08-11,7,1007.000
2012-08-11,8,1094.000
2012-08-11,9,1182.000
2012-08-11,10,1245.000
2012-08-11,11,1267.000
2012-08-11,12,1266.000
2012-08-11,13,1266.000
2012-08-11,14,1279.000
2012-08-11,15,1269.000
2012-08-11,16,1260.000
2012-08-11,17,1220.000
2012-08-11,18,1210.000
2012-08-11,19,1164.000
2012-08-11,20,1161.000
2012-08-11,21,1186.000
2012-08-11,22,1147.000
2012-08-11,23,1078.000
2012-08-12,0,1011.000
2012-08-12,1,947.000
2012-08-12,2,919.000
2012-08-12,3,888.000
2012-08-12,4,882.000
2012-08-12,5,867.000
2012-08-12,6,858.000
2012-08-12,7,887.000
2012-08-12,8,1014.000
2012-08-12,9,1075.000
2012-08-12,10,1119.000
2012-08-12,11,1139.000
2012-08-12,12,1151.000
2012-08-12,13,1159.000
2012-08-12,14,1165.000
2012-08-12,15,1166.000
2012-08-12,16,1162.000
2012-08-12,17,1151.000
2012-08-12,18,1150.000
2012-08-12,19,1149.000
2012-08-12,20,1165.000
2012-08-12,21,1185.000
2012-08-12,22,1129.000
2012-08-12,23,1064.000
2012-08-13,0,985.000
2012-08-13,1,906.000
2012-08-13,2,885.000
2012-08-13,3,869.000
2012-08-13,4,863.000
2012-08-13,5,897.000
2012-08-13,6,924.000
2012-08-13,7,1045.000
2012-08-13,8,1127.000
2012-08-13,9,1197.000
2012-08-13,10,1256.000
2012-08-13,11,1258.000
2012-08-13,12,1255.000
2012-08-13,13,1272.000
2012-08-13,14,1309.000
2012-08-13,15,1291.000
2012-08-13,16,1255.000
2012-08-13,17,1225.000
2012-08-13,18,1168.000
2012-08-13,19,1138.000
2012-08-13,20,1137.000
2012-08-13,21,1162.000
2012-08-13,22,1107.000
2012-08-13,23,1056.000
2012-08-14,0,953.000
2012-08-14,1,859.000
2012-08-14,2,834.000
2012-08-14,3,812.000
2012-08-14,4,825.000
2012-08-14,5,853.000
2012-08-14,6,919.000
2012-08-14,7,1046.000
2012-08-14,8,1142.000
2012-08-14,9,1197.000
2012-08-14,10,1234.000
2012-08-14,11,1240.000
2012-08-14,12,1232.000
2012-08-14,13,1260.000
2012-08-14,14,1279.000
2012-08-14,15,1257.000
2012-08-14,16,1218.000
2012-08-14,17,1185.000
2012-08-14,18,1164.000
2012-08-14,19,1147.000
2012-08-14,20,1146.000
2012-08-14,21,1155.000
2012-08-14,22,1108.000
2012-08-14,23,1041.000
2012-08-15,0,943.000
2012-08-15,1,836.000
2012-08-15,2,792.000
2012-08-15,3,787.000
2012-08-15,4,779.000
2012-08-15,5,832.000
2012-08-15,6,860.000
2012-08-15,7,1020.000
2012-08-15,8,1134.000
2012-08-15,9,1169.000
2012-08-15,10,1180.000
2012-08-15,11,1184.000
2012-08-15,12,1173.000
2012-08-15,13,1192.000
2012-08-15,14,1209.000
2012-08-15,15,1195.000
2012-08-15,16,1171.000
2012-08-15,17,1158.000
2012-08-15,18,1151.000
2012-08-15,19,1141.000
2012-08-15,20,1147.000
2012-08-15,21,1144.000
2012-08-15,22,1126.000
2012-08-15,23,1056.000
2012-08-16,0,938.000
2012-08-16,1,825.000
2012-08-16,2,794.000
2012-08-16,3,779.000
2012-08-16,4,721.000
2012-08-16,5,816.000
2012-08-16,6,842.000
2012-08-16,7,984.000
2012-08-16,8,1110.000
2012-08-16,9,1138.000
2012-08-16,10,1146.000
2012-08-16,11,1154.000
2012-08-16,12,1144.000
2012-08-16,13,1158.000
2012-08-16,14,1184.000
2012-08-16,15,1175.000
2012-08-16,16,1150.000
2012-08-16,17,1132.000
2012-08-16,18,1115.000
2012-08-16,19,1114.000
2012-08-16,20,1109.000
2012-08-16,21,1104.000
2012-08-16,22,1070.000
2012-08-16,23,996.000
2012-08-17,0,939.000
2012-08-17,1,879.000
2012-08-17,2,795.000
2012-08-17,3,788.000
2012-08-17,4,800.000
2012-08-17,5,896.000
2012-08-17,6,934.000
2012-08-17,7,1035.000
2012-08-17,8,1165.000
2012-08-17,9,1204.000
2012-08-17,10,1217.000
2012-08-17,11,1218.000
2012-08-17,12,1211.000
2012-08-17,13,1221.000
2012-08-17,14,1244.000
2012-08-17,15,1219.000
2012-08-17,16,1190.000
2012-08-17,17,1175.000
2012-08-17,18,1172.000
2012-08-17,19,1168.000
2012-08-17,20,1161.000
2012-08-17,21,1158.000
2012-08-17,22,1128.000
2012-08-17,23,1048.000
2012-08-18,0,978.000
2012-08-18,1,917.000
2012-08-18,2,902.000
2012-08-18,3,902.000
2012-08-18,4,898.000
2012-08-18,5,920.000
2012-08-18,6,918.000
2012-08-18,7,939.000
